"";"";"";"";"sharp";""
"1";"sharp";"-0.527515949629392";"0.729881710721637";"2.80262267174988";"9"
"2";"elegant";"-0.620627470221692";"1.06230485903817";"2.75861063387523";"10"
"3";"fantasy";"-0.591387305776894";"0.889405106588012";"2.56713463153139";"14"
"4";"intricate";"-0.52461837233294";"0.702670923212096";"2.50516033203737";"17"
"5";"soldier";"-0.550237561709139";"1.04700736946233";"2.46503638930847";"19"
"6";"artstation";"-0.350319968439547";"0.586926472116245";"2.44968002775713";"20"
"7";"ukrainian";"-0.608376408846557";"1.05031707978859";"2.38136624216841";"22"
"8";"masculine";"-0.625381844609421";"1.07051978918166";"2.16140290925786";"26"
"9";"smooth";"-0.574505870172379";"0.970053691592504";"2.12881532176996";"27"
"10";"extremely";"-0.545290225781294";"0.793431178258658";"1.91668121959478";"33"
"11";"super";"-0.560179189233805";"0.932884789216093";"1.59321522575208";"44"
"12";"shoot";"-0.576061032828278";"0.832969146376944";"1.5712195842929";"51"
"13";"volumetric";"-0.580706425512369";"0.957399603534318";"1.48790457751609";"55"
"14";"winner";"-0.50622400417341";"0.952835973323964";"1.41936018130188";"62"
"15";"realistic";"-0.402221671810674";"0.469630743679051";"1.41593330740711";"63"
"16";"symmetrical";"-0.571931482312854";"0.940331444775992";"1.40323819247392";"64"
"17";"distant";"-0.625381844609421";"1.07051978918166";"1.3318618977787";"74"
"18";"huge";"-0.572282964088408";"0.676116991459166";"1.32377899535529";"76"
"19";"bright";"-0.340853516646161";"0.927487724055064";"1.27795666407055";"87"
"20";"atmosphere";"-0.491091232479469";"0.767485600024749";"1.24950392509767";"92"
"21";"medieval";"-0.217951717039912";"0.0282153053887203";"1.1693413655713";"108"
"22";"rome";"-0.17016533183037";"-0.171890999549534";"1.07584720578539";"130"
"23";"eagle";"-0.20991705886072";"-0.048189413632157";"1.04815086966412";"134"
"24";"surrealism";"0.182776081036782";"-0.406700240238412";"1.03503604339253";"139"
"25";"bass";"0.182776081036782";"-0.406700240238412";"1.03503604339253";"142"
"26";"background";"-0.116565417329975";"-0.0639364133241519";"1.00579461608048";"156"
"27";"cloud";"-0.544009135612895";"0.526208035743827";"0.998876297315797";"164"
"28";"diamond";"-0.230336786480295";"0.0100763291338055";"0.995061997570203";"170"
"29";"progresso";"-0.230336786480295";"0.0100763291338055";"0.995061997570203";"172"
"30";"midle";"-0.230336786480295";"0.0100763291338055";"0.995061997570203";"174"
"31";"documentation";"-0.230336786480295";"0.0100763291338055";"0.995061997570203";"175"
"32";"auburn";"-0.230336786480295";"0.0100763291338055";"0.995061997570203";"176"
"33";"girl";"-0.607504306788095";"0.913519143143291";"0.984555377472906";"183"
"34";"joe";"-0.0494560537480432";"-0.396001242226445";"0.981040871540448";"188"
"35";"trinitas";"-0.0873986931432694";"-0.397783870227932";"0.98099936162786";"189"
"36";"omnis";"-0.0873986931432694";"-0.397783870227932";"0.98099936162786";"190"
"37";"ruin";"-0.625381844609421";"1.07051978918165";"0.978070606684144";"194"
"38";"triumph";"-0.625381844609421";"1.07051978918165";"0.978070606684144";"195"
"39";"traditional";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"199"
"40";"revolution";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"201"
"41";"renaissance";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"202"
"42";"raphael";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"203"
"43";"neoclassicism";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"204"
"44";"infront";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"207"
"45";"government";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"208"
"46";"girlfriend";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"209"
"47";"formal";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"210"
"48";"enchant";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"211"
"49";"cubic";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"213"
"50";"canadian";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"214"
"51";"antonio";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"216"
"52";"achingly";"0.182776081036782";"-0.406700240238412";"0.975450869978585";"217"
"53";"costume";"-0.120283141080544";"0.147257270794113";"0.974899710583665";"218"
"54";"burn";"-0.532838857746001";"0.888170250423114";"0.970483517105543";"224"
"55";"watch";"-0.625381844609421";"1.07051978918166";"0.967907596418827";"228"
"56";"write";"0.0371507613214556";"0.159882168316987";"0.967649312518279";"229"
"57";"body";"-0.371674203291736";"0.321549863242995";"0.9642431935798";"232"
"58";"miss";"0.258735925823985";"-0.637576765557368";"0.963306914440313";"235"
"59";"composition";"-0.0414833382718886";"-0.290485987268305";"0.960724075434832";"239"
"60";"paper";"0.218804516006381";"-0.399401216174873";"0.958125093685567";"241"
"61";"embroided";"-0.20174916781289";"-0.0714957107385421";"0.951905525116118";"245"
"62";"custom";"-0.0873986931432695";"-0.397783870227932";"0.950258965250123";"249"
"63";"century";"0.200997111998276";"-0.441316762121176";"0.949841560017988";"250"
"64";"futuristic";"-0.0619064004719559";"-0.275722874944555";"0.949059789997579";"253"
"65";"close";"0.173681260194601";"-0.211761470542621";"0.948137347495621";"254"
"66";"school";"-0.230336786480295";"0.0100763291338053";"0.945489937515003";"259"
"67";"asian";"-0.230336786480295";"0.0100763291338053";"0.945489937515003";"260"
"68";"circuit";"0.606711090329694";"0.417874186712083";"0.942768732134228";"262"
"69";"ancient";"-0.0804887852575227";"-0.248101299484595";"0.938101173074323";"266"
"70";"shadow";"-0.0315154052555843";"-0.585711978387254";"0.938101173074323";"267"
"71";"shoulder";"-0.625381844609421";"1.07051978918166";"0.93749697323554";"268"
"72";"rotten";"-0.625381844609421";"1.07051978918166";"0.93749697323554";"269"
"73";"symbol";"-0.271839937971559";"0.28186966500904";"0.936572224627328";"270"
"74";"award";"0.174554606318462";"-0.264426355852617";"0.934150813059689";"272"
"75";"dragon";"0.00232514597790285";"-0.390022370048812";"0.932084541855305";"273"
"76";"hyperdetailed";"-0.00086503840145593";"-0.457732094060291";"0.928355568041141";"279"
"77";"common";"0.201766042233583";"-0.464419371568151";"0.927523063683124";"281"
"78";"warship";"-0.625381844609421";"1.07051978918166";"0.927387003414086";"283"
"79";"graphic";"0.216142422018541";"-0.38352284621604";"0.926040237361228";"284"
"80";"colosseum";"-0.0134995368310778";"-0.268354614831824";"0.920570153324619";"294"
"81";"gold";"-0.0621717617508499";"-0.121702769751624";"0.919965953485837";"295"
"82";"mix";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"296"
"83";"simonetti";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"297"
"84";"process";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"298"
"85";"peter";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"299"
"86";"marvel";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"300"
"87";"marc";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"301"
"88";"blender";"-0.0873986931432694";"-0.397783870227932";"0.919560078784976";"303"
"89";"iconic";"0.216142422018541";"-0.38352284621604";"0.9142468099737";"312"
"90";"big";"-0.586954476647553";"0.965640956366685";"0.913882445185427";"313"
"91";"epic";"0.244601217542704";"-0.0815290486139872";"0.913548059778467";"314"
"92";"screen";"-0.161049268094827";"-2.28801072824029";"0.910086594289871";"316"
"93";"shade";"0.0502949098730943";"-0.453614233006127";"0.907321572890254";"322"
"94";"cathedral";"-0.625381844609421";"1.07051978918166";"0.907206267577509";"323"
"95";"airbrush";"-0.249953550361592";"-2.226493777624";"0.906073969406356";"331"
"96";"armin";"-0.249953550361592";"-2.226493777624";"0.906073969406356";"333"
"97";"sword";"-0.125714587169883";"-0.162683610019526";"0.902667850467878";"336"
"98";"person";"0.215879920973906";"-0.256448965591202";"0.902594055067721";"338"
"99";"shape";"0.294334936635629";"-0.287460081130673";"0.902534096305094";"339"
"100";"lenin";"0.196122617429486";"-0.397429282629463";"0.898798204172166";"341"
"101";"clean";"0.291485069527355";"-0.24230444429435";"0.898627552309303";"342"
"102";"star";"0.0994048696738451";"-0.651024288006549";"0.89771664033862";"344"
"103";"beard";"-0.625381844609421";"1.07051978918165";"0.897137807668642";"346"
"104";"great";"-0.176637347261607";"-0.310973418618565";"0.896895666511878";"347"
"105";"hole";"0.62424842935795";"0.381410164193112";"0.895000047170355";"350"
"106";"canon";"-0.249953550361592";"-2.226493777624";"0.89390925891179";"355"
"107";"environment";"-0.206680587221755";"-2.04451442388544";"0.891114258130859";"361"
"108";"minimalism";"0.216142422018541";"-0.38352284621604";"0.890706077323743";"362"
"109";"pictorial";"0.216142422018541";"-0.38352284621604";"0.890706077323743";"363"
"110";"minimalistic";"0.216142422018541";"-0.38352284621604";"0.890706077323743";"364"
"111";"bold";"0.216142422018541";"-0.38352284621604";"0.890706077323743";"365"
"112";"hitler";"-0.24517843893238";"-1.80009318560806";"0.890606914754782";"366"
"113";"load";"-0.164224421032926";"-2.2858136942897";"0.889474616583629";"369"
"114";"zoom";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"371"
"115";"wu";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"372"
"116";"windsor";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"373"
"117";"terror";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"374"
"118";"superlan";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"375"
"119";"sparkle";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"376"
"120";"seamless";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"377"
"121";"russell";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"378"
"122";"rossdraws";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"379"
"123";"riabovitchev";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"380"
"124";"perfectly";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"382"
"125";"mumford";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"383"
"126";"dim";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"384"
"127";"dan";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"385"
"128";"craig";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"386"
"129";"brom";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"387"
"130";"beautifully";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"388"
"131";"barry";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"389"
"132";"andrei";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"390"
"133";"africa";"-0.0873986931432694";"-0.397783870227932";"0.888900396126161";"391"
"134";"toddler";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"394"
"135";"sink";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"395"
"136";"neoclassical";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"397"
"137";"mortal";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"398"
"138";"kombat";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"399"
"139";"intense";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"400"
"140";"drown";"-0.135648044590037";"-2.30558699984494";"0.885060729211762";"402"
"141";"sunglasses";"-0.15469896221863";"-2.29240479614145";"0.885026137617939";"404"
"142";"vibrant";"0.144690234621512";"-0.165853257353523";"0.884541855304411";"405"
"143";"deco";"0.394483004228894";"0.305900411965995";"0.884085246265942";"406"
"144";"patch";"-0.471494977382879";"0.750706119166783";"0.883252741907926";"407"
"145";"house";"0.0630517922409706";"-0.171136347813815";"0.882078933824185";"408"
"146";"anime";"-0.227676103685564";"-1.76873219166624";"0.881979771255224";"409"
"147";"nikon";"-0.249953550361592";"-2.226493777624";"0.881760691161009";"410"
"148";"jiang";"-0.249953550361592";"-2.226493777624";"0.881760691161009";"412"
"149";"faithfully";"-0.249953550361592";"-2.226493777624";"0.881760691161009";"413"
"150";"expression";"-0.249953550361592";"-2.226493777624";"0.881760691161009";"414"
"151";"middle";"0.401297497719109";"-0.156087018307535";"0.881119593622149";"417"
"152";"black";"0.101435795682771";"-0.552991034819435";"0.879733623762957";"419"
"153";"surreal";"0.105377797107966";"-0.442207537788078";"0.87967366500033";"420"
"154";"green";"-0.0236279751696444";"-0.525322384395454";"0.879097138436607";"422"
"155";"key";"-0.200223083346144";"-2.06824829442721";"0.878949547636294";"424"
"156";"colour";"0.171221427866065";"-0.388514635287275";"0.878753528604628";"425"
"157";"emmanuel";"-0.173749879847222";"-2.27922259243796";"0.876315974293205";"427"
"158";"stylize";"0.182415631445006";"-0.385107404439584";"0.876295219336911";"428"
"159";"official";"-0.040470725260938";"-0.449318438595709";"0.875400450110012";"429"
"160";"tank";"-0.541229417946624";"0.925115525641885";"0.87401909246333";"430"
"161";"mario";"0.208096029299183";"-0.483659082011398";"0.873352627755666";"433"
"162";"wheel";"0.193898194697368";"-0.398974442230955";"0.873352627755666";"434"
"163";"mandy";"-0.0866098941786188";"0.0857064362349439";"0.873352627755666";"435"
"164";"jurgens";"-0.0866098941786188";"0.0857064362349439";"0.873352627755666";"436"
"165";"artefact";"0.193898194697368";"-0.398974442230955";"0.873352627755666";"437"
"166";"french";"-0.0568020661851142";"-0.742534337348849";"0.872812998892021";"439"
"167";"unusual";"0.547215966032012";"0.347960638974368";"0.871528497708045";"441"
"168";"simple";"0.104695699755966";"-0.206113278170523";"0.870760564325165";"447"
"169";"minimalist";"0.318342201397154";"-0.240149931630924";"0.869861182885757";"451"
"170";"wee";"-0.249953550361592";"-2.226493777624";"0.869628266154012";"452"
"171";"polarize";"-0.249953550361592";"-2.226493777624";"0.869628266154012";"453"
"172";"play";"-0.249953550361592";"-2.226493777624";"0.869628266154012";"454"
"173";"lightroom";"-0.249953550361592";"-2.226493777624";"0.869628266154012";"455"
"174";"balance";"-0.249953550361592";"-2.226493777624";"0.869628266154012";"456"
"175";"bagshaw";"-0.145084638065007";"-2.02174466386809";"0.869319247915857";"458"
"176";"anatomy";"-0.296882087142571";"-1.81436708177329";"0.867234527861432";"463"
"177";"iron";"0.216142422018541";"-0.38352284621604";"0.867229915648923";"464"
"178";"company";"0.216142422018541";"-0.38352284621604";"0.867229915648923";"465"
"179";"flat";"0.215331163305657";"-0.462541905627653";"0.866185249515456";"467"
"180";"behance";"0.272468530556272";"-0.231724662801868";"0.866185249515456";"468"
"181";"sculpture";"-0.018886752665801";"-0.7348968253485";"0.866037658715142";"469"
"182";"emblem";"0.0375507386190064";"-0.226083176076102";"0.865885455702319";"470"
"183";"scheme";"0.139178713264346";"-0.569246041758025";"0.864852320100127";"473"
"184";"feature";"0.211971629395821";"-0.386420020468837";"0.86478313691248";"474"
"185";"blade";"-0.125998174300684";"-1.92402637392154";"0.863874531048052";"475"
"186";"attack";"-0.135648044590037";"-2.30558699984494";"0.86304433279629";"477"
"187";"handcuff";"-0.135648044590037";"-2.30558699984494";"0.86304433279629";"480"
"188";"spitroasted";"-0.135648044590037";"-2.30558699984494";"0.86304433279629";"481"
"189";"sergey";"-0.135648044590037";"-2.30558699984494";"0.86304433279629";"482"
"190";"photographer";"-0.135648044590037";"-2.30558699984494";"0.86304433279629";"485"
"191";"hollande";"-0.0008650384014558";"-0.457732094060291";"0.862587723757821";"486"
"192";"françois";"-0.0008650384014558";"-0.457732094060291";"0.862587723757821";"487"
"193";"vray";"-0.0115134143528169";"-0.394218614224959";"0.862587723757821";"488"
"194";"mike";"-0.0115134143528169";"-0.394218614224959";"0.862587723757821";"489"
"195";"beeple";"-0.0115134143528169";"-0.394218614224959";"0.862587723757821";"491"
"196";"abstract";"0.135252192080824";"-0.390564711322369";"0.861074918054611";"493"
"197";"selfie";"-0.324086629248143";"-1.32497450009992";"0.86042920830324";"495"
"198";"lion";"-0.182690755367953";"-0.125877070653441";"0.860041782452418";"496"
"199";"branch";"-0.0815103836473498";"-0.12112339598281";"0.860041782452418";"497"
"200";"insanely";"-0.264330287450502";"-0.239512811453202";"0.859525214651322";"499"
"201";"geometric";"0.171840106643155";"-0.603579140555611";"0.85847363019909";"500"
"202";"david";"-0.122836466985193";"-1.72386534178546";"0.857892491422857";"501"
"203";"pose";"-0.169764974626979";"0.570849913212526";"0.857892491422857";"502"
"204";"british";"-0.13006357386369";"-0.737631445556851";"0.857553493803388";"503"
"205";"unkept";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"505"
"206";"uniform";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"506"
"207";"trinity";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"507"
"208";"sanchez";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"509"
"209";"photolab";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"510"
"210";"modelsociety";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"512"
"211";"jackson";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"513"
"212";"grungy";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"514"
"213";"gaze";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"515"
"214";"dolby";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"516"
"215";"chanceler";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"517"
"216";"beach";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"518"
"217";"a7r";"-0.249953550361592";"-2.226493777624";"0.8575119838908";"519"
"218";"steve";"-0.333382060194443";"-1.49382409611163";"0.856029157568903";"522"
"219";"side";"0.0984395108218863";"-0.210459039549718";"0.855830832430982";"524"
"220";"watercolor";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"525"
"221";"app";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"526"
"222";"ink";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"527"
"223";"glass";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"528"
"224";"ultramarine";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"529"
"225";"illustrate";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"530"
"226";"google";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"531"
"227";"corporate";"0.216142422018541";"-0.38352284621604";"0.855512589767807";"532"
"228";"skin";"-0.247151155521407";"-1.90698376237288";"0.855408814986336";"533"
"229";"minimal";"0.211375801878289";"-0.38683390250495";"0.853354074313226";"536"
"230";"resolution";"0.0162906722572539";"-0.836726855215431";"0.853134994219011";"537"
"231";"architecture";"-0.0868070939197815";"-0.0351661403807753";"0.852099552510564";"551"
"232";"isometric";"-0.155950891027503";"-0.428077492795297";"0.848407476396478";"553"
"233";"contest";"0.461006026422186";"0.0754369600294514";"0.847265953800306";"555"
"234";"character";"-0.22463129682653";"-1.52962433706303";"0.847150648487561";"556"
"235";"tooth";"0.0340177529214546";"-0.392079460623175";"0.846866997418209";"558"
"236";"hard";"0.0206712165287514";"-0.401350418232124";"0.846866997418209";"559"
"237";"line";"0.0814548602492403";"-0.257510179143287";"0.846670978386543";"560"
"238";"trend";"-0.229340315217646";"0.0811938462918013";"0.845621700040567";"562"
"239";"scholz";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"563"
"240";"olaf";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"564"
"241";"blunt";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"565"
"242";"yamashita";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"566"
"243";"suite";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"567"
"244";"shunya";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"568"
"245";"pint";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"569"
"246";"nano";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"570"
"247";"jair";"-0.249953550361592";"-2.226493777624";"0.845409538265116";"571"
"248";"circle";"-0.0151219357982104";"-0.0846907147363885";"0.844939092589118";"572"
"249";"letter";"0.148760930789827";"-0.391010529822893";"0.844939092589118";"573"
"250";"happy";"-0.383962317713508";"0.849390271592277";"0.844581646119609";"574"
"251";"horse";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"575"
"252";"symbolism";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"576"
"253";"tone";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"577"
"254";"team";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"578"
"255";"sticker";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"579"
"256";"silhouette";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"580"
"257";"frank";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"581"
"258";"edge";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"582"
"259";"crackle";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"583"
"260";"collage";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"584"
"261";"astrophotography";"0.216142422018541";"-0.38352284621604";"0.84381371273673";"585"
"262";"apple";"-0.159320230062602";"-1.72667116760025";"0.843197982366673";"586"
"263";"mark";"0.153709632848304";"-0.616791386894831";"0.843057309885125";"587"
"264";"roman";"0.0740499211704882";"-0.324140181487759";"0.841590626307012";"588"
"265";"golden";"0.0154213996158214";"-0.101053136410447";"0.841493769844306";"589"
"266";"hyperrealistic";"-0.32894514253197";"0.305328683042956";"0.840068596178782";"590"
"267";"comic";"0.0813794395611133";"-0.398498213429746";"0.839381376514824";"591"
"268";"small";"0.132437792304122";"-0.777206634550769";"0.839381376514824";"592"
"269";"street";"0.071470781738543";"-0.432995678112207";"0.836441091039834";"594"
"270";"game";"0.109601011248296";"-0.600254646399672";"0.835147365430838";"597"
"271";"colorful";"0.0246496876565897";"-0.174439907375929";"0.835043590649368";"598"
"272";"starry";"-0.135044724255611";"-0.261830470440686";"0.834914448699094";"599"
"273";"view";"-0.0117009113154386";"-1.15841016814261";"0.832151733405731";"602"
"274";"portray";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"603"
"275";"network";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"604"
"276";"butch";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"605"
"277";"zodiac";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"606"
"278";"sport";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"607"
"279";"sengai";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"609"
"280";"scary";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"610"
"281";"pale";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"611"
"282";"oxide";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"612"
"283";"origami";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"613"
"284";"mute";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"614"
"285";"lithograph";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"615"
"286";"letterism";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"616"
"287";"heart";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"617"
"288";"gemini";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"618"
"289";"fusion";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"619"
"290";"factory";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"620"
"291";"donkey";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"622"
"292";"cycladic";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"623"
"293";"collapse";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"624"
"294";"classic";"0.216142422018541";"-0.38352284621604";"0.832128672343182";"625"
"295";"mapporn";"0.224661122779629";"-0.434333630084305";"0.830897211603069";"627"
"296";"tree";"0.0521623687237938";"0.038437559647582";"0.82890934801135";"631"
"297";"brexit";"-0.62538184460942";"1.07051978918166";"0.827018340882337";"633"
"298";"england";"0.262119139014081";"0.71310444057718";"0.82662399671275";"635"
"299";"cake";"0.441446856169465";"0.223669887440651";"0.82662399671275";"636"
"300";"south";"0.556825062491883";"0.143738922330839";"0.82662399671275";"637"
"301";"clip";"0.542627227890068";"0.228423562111282";"0.82662399671275";"638"
"302";"accurate";"-0.383628173740905";"0.615474562873214";"0.826487936443712";"639"
"303";"leather";"-0.123514117979014";"-1.38704275169129";"0.824917478084129";"641"
"304";"magic";"-0.119589671708174";"-0.166534739021287";"0.824306359926582";"644"
"305";"tower";"-0.218753126520685";"0.228494858362745";"0.824306359926582";"645"
"306";"time";"0.172651153459146";"-0.428242003441577";"0.822436107753863";"647"
"307";"parliament";"-0.138911157867192";"-1.58237555992311";"0.821259993563867";"648"
"308";"print";"0.218192902646026";"-0.445129804741307";"0.820173817517812";"649"
"309";"live";"0.104522619893832";"-0.285123052378579";"0.820051593886303";"650"
"310";"element";"0.104522619893832";"-0.285123052378579";"0.820051593886303";"651"
"311";"earth";"0.0164273796155276";"-0.998568229109034";"0.818538788183092";"660"
"312";"chinese";"0.461006026422186";"0.0754369600294511";"0.817127451155097";"663"
"313";"italy";"0.355130409278514";"-0.44881925265787";"0.817127451155097";"666"
"314";"promotional";"-0.404352402001069";"0.643495650496899";"0.816237294140708";"668"
"315";"nato";"-0.404352402001069";"0.643495650496899";"0.816237294140708";"669"
"316";"center";"0.120509309726707";"-0.782157903236239";"0.81597901024016";"670"
"317";"cover";"0.0518382059391667";"-1.0477588947061";"0.815527013414201";"671"
"318";"salvador";"0.118323391115081";"-0.852103634607256";"0.815185709688477";"672"
"319";"dalo";"0.124768660107251";"-0.807563295170372";"0.814196390105127";"674"
"320";"uhd";"0.219218142959769";"-0.47593328400394";"0.81401420771099";"675"
"321";"smile";"0.0496549842312435";"-1.00557228802615";"0.81401420771099";"677"
"322";"moebius";"-0.192751269387559";"-0.547255816967232";"0.81401420771099";"678"
"323";"ukraine";"-0.35599586939402";"0.578113112708299";"0.81401420771099";"679"
"324";"sketch";"0.0563562694540372";"-0.143525103004766";"0.812985684321308";"682"
"325";"solid";"-0.0501678322556317";"0.0164733924694158";"0.812674359976897";"683"
"326";"definition";"-0.314372441410995";"0.227604082695843";"0.810709557447727";"686"
"327";"word";"0.230558422121359";"0.0536500830642361";"0.810709557447727";"687"
"328";"coin";"0.0673160191855954";"-0.252323121099425";"0.810709557447727";"688"
"329";"closeup";"-0.213192069690392";"0.232357757366474";"0.810709557447727";"689"
"330";"donald";"-0.195768597955485";"-1.61692380849198";"0.810303682746866";"690"
"331";"leyendecker";"0.379384824954304";"-0.077549642052379";"0.809775584414495";"693"
"332";"visible";"-0.230724025103631";"-0.388149474886738";"0.808767815981107";"695"
"333";"cute";"0.00823177019322457";"0.302073161087998";"0.808767815981107";"696"
"334";"cool";"0.328794639094003";"-0.0799264793876945";"0.808424206149128";"697"
"335";"fine";"0.0855779779114732";"-0.324162719996776";"0.808424206149128";"698"
"336";"america";"0.150905519179449";"-0.450601582054345";"0.807769271972738";"699"
"337";"prime";"-0.446054127454037";"0.581085236045126";"0.807531743028484";"701"
"338";"gate";"-0.0120013732012015";"-0.745865785230568";"0.80630950671339";"702"
"339";"psychedelic";"-0.0404032738287738";"-1.00260016468932";"0.804510743834573";"704"
"340";"crown";"-0.209763126332411";"0.276814043013007";"0.803710524964124";"705"
"341";"picture";"-0.0458972222448866";"-0.360911507910007";"0.802834204587265";"706"
